"Review","Tokens"
"결제하기 이전에 어떤 컨텐츠를 보고 즐길수 있는지를 먼저 보여줘야 결제할 생각이 들지 아무런 홍보없이 결제하라는식의 통보로는 소비자의 마음을 살수없습니다 OTT는 더이상 넷플릭스 독점이 아닙니다 겸손해지세요.","결제/NNG|하/XSV|기/ETN|이전/NNG|에/JKM|어떤/MDT|컨텐츠/NNG|를/JKO|보/VV|고/ECE|즐기/VV|ㄹ/ETD|수/NNB|있/VV|는/ETD|지/NNB|를/JKO|먼저/MAG|보/VV|어야/ECD|결제/NNG|하/XSV|ㄹ/ETD|생각/NNG|이/JKS|들/VV|ㄹ지/ECD|아무렇/VA|ㄴ/ETD|홍보/NNG|없이/MAG|결제/NNG|하/XSV|라는/ETD|식/NNG|의/JKG|통보/NNG|로/JKM|는/JX|소비자/NNG|의/JKG|마음/NNG|을/JKO|사/VV|ㄹ/ETD|수/NNB|없/VA|습니다/EFN|OTT/OL|는/JX|더이상/MAG|넷플릭스/NNG|독점/NNG|이/JKS|아니/VV|ㅂ니다/EFN|겸손/NNG|하/XSV|어/ECS|지/VXV|세요/EFN|./SF"

"퀄리티가 점점 떨어지는것 갔네요 어플 관리도 잘못하는것같고 라이벌들이 드글대는 이시점에 정신좀 차려야 힐듯.","퀄리티/NNG|가/JKS|점점/MAG|떨어지/VV|는/ETD|것/NNB|가/VV|었/EPT|네요/EFN|앱/NNG|관리/NNG|도/JX|잘못/NNG|하/XSV|는/ETD|것/NNB|같/VA|고/ECE|라이벌/NNG|들/XSN|이/JKS|드글대/VV|는/ETD|이/MDT|시점/NNG|에/JKM|정신/NNG|좀/MAG|차리/VV|어야/ECD|히/VV|ㄹ/ETD|듯/NNB|./SF"

"미러링 안됨.","미러/NNG|링/NNG|안/MAG|되/VV|./SF"

"너무좋네요. . . . . .? ? ? . . . . . . . . . . 사실은좀엄청엄청엄청그럼. . . . . .","너무/MAG|좋/VA|네요/EFN|./SF|./SF|./SF|./SF|./SF|./SF|?/SF|?/SF|?/SF|./SF|./SF|./SF|./SF|./SF|./SF|./SF|./SF|./SF|./SF|사실/NNG|은/JX|좀/MAG|엄청/MAG|엄청/MAG|엄청/MAG|그러/VV|ㅁ/ETN|./SF|./SF|./SF|./SF|./SF|./SF"

"더많은 시리즈가 있었으면 합니다.","더/MAG|많/VA|은/ETD|시리즈/NNG|가/JKS|있/VV|었/EPT|으면/ECD|하/VV|ㅂ니다/EFN|./SF"

"가끔 화질이 십창이날때가 있어요.","가끔/MAG|화질/NNG|이/JKS|십/NR|창이/NNG|낳/VV|ㄹ/ETD|때/NNG|가/JKS|있/VV|어요/EFN|./SF"

"서버가 약한듯 자주 끊어지는 현상.","서버/NNG|가/JKS|약하/VA|ㄴ/ETD|듯/NNB|자주/MAG|끊어지/VV|는/ETD|현상/NNG|./SF"

"게임만들시간에 배속 옵션이나 늘려라 어려운것도 아닌데 왜 안함?","게임/NNG|만들/VV|ㄹ/ETD|시간/NNG|에/JKM|배속/NNG|옵션/NNG|이나/JX|늘리/VV|어/ECS|라/NNG|어렵/VA|ㄴ/ETD|것/NNB|도/JX|아니/VCN|ㄴ데/ECE|왜/MAG|안/MAG|하/VV|ㅁ/ETN|?/SF"

"이게 제 폰만그런지 모르겠는데 맨날 영상 끊기고 화질안좋게나오고 하는데 이런 당연히 고쳐야할것도 안고치면 더이상 넷플을 돈주고 쓸이유도 마음도 없을것같네요.","이것/NP|이/JKS|제/NNG|스마트폰/NNG|만/JX|그렇/VA|ㄴ지/ECD|모르/VV|겠/EPT|는데/ECD|맨날/MAG|영상/NNG|끊기/VV|고/ECE|화질/NNG|안/MAG|좋/VA|게/ECD|나오/VV|고/ECE|하/VV|는데/ECD|이렇/VA|ㄴ/ETD|당연히/MAG|고치/VV|어야/ECD|하/VV|ㄹ/ETD|것/NNB|도/JX|안/MAG|고치/VV|면/ECE|더이상/MAG|넷플릭스/NNG|을/JKO|돌/VV|ㄴ/ETD|주고/NNG|쓰/VV|ㄹ/ETD|이유/NNG|도/JX|마음/NNG|도/JX|없/VA|을/ETD|것/NNB|같/VA|네요/EFN|./SF"

"하. 일을 제데로 하세요. 아니 로그인 했는데 왜 안듣냐? 짜증나게 만들네 짜증나게 만들지말고.","하/NNB|./SF|일/NNG|을/JKO|저/NP|의/JKG|데로/NNG|하/VV|세요/EFN|./SF|아/VV|니/ECD|로그인/NNG|하/VV|었/EPT|는데/ECD|왜/MAG|안/MAG|듣/VV|냐/EFQ|?/SF|짜증나/VV|게/ECD|만들/VV|네/EFN|짜증나/VV|게/ECD|만들/VV|ㄹ지/ECD|말/VXV|고/ECE|./SF"

"결제 이중으로 됩니다. 청구가 LGU 로 되게 해놨는데 제 신용카드로 또 청구가 됐어요. 카드번호 입력한적도 없는데 말이죠.","결제/NNG|이중/NNG|으로/JKM|되/VV|ㅂ니다/EFN|./SF|청구/NNG|가/JKS|LGU/OL|로/JKM|되게/MAG|하/VV|어/ECS|놓/VV|았/EPT|는데/ECD|저/NP|의/JKG|신용/NNG|카드/NNG|로/JKM|또/MAG|청구/NNG|가/JKC|되/VV|었/EPT|어요/EFN|./SF|카드번호/NNG|입력/NNG|하/XSV|ㄴ/ETD|적도/NNG|없/VA|는데/ECD|말/NNG|이/VCP|죠/EFN|./SF"

"갤탭 A7에서 재생이 갑자기 막혔습니다. 어플 삭제하고 재다운 받으라고해서 삭제한뒤 구글플레이에서 다운 받으려고하니 아예 검색자체가 안되네요. 폰에서 다운 링크 보내도 열리지않습니다. 어떻게해야하나요.","갤럭시/NNG|탭/NNG|A/OL|7/NR|에서/JKM|재생/NNG|이/JKS|갑자기/MAG|막히/VV|었/EPT|습니다/EFN|./SF|앱/NNG|삭제/NNG|하/XSV|고/ECE|재/NNG|답/XSA|ㄴ/ETD|받으/VV|라/ECD|고하/VV|어서/ECD|삭제/NNG|하/XSV|ㄴ/ETD|뒤/NNG|구글/NNG|플레이/NNG|에서/JKM|다운/NNG|받/VV|으려고/ECD|하/VX|니/ECD|아예/MAG|검색/NNG|자체/NNG|가/JKS|안/MAG|되/VV|네요/EFN|./SF|스마트폰/NNG|에서/JKM|다운/NNG|링크/NNG|보/NNG|내도/NNG|열/VV|지/ECD|안/MAG|습니다/EFN|./SF|어떻/VA|게/ECD|하/VV|어야/ECD|하/VV|나요/EFQ|./SF"

"볼게 없다.","보/VV|ㄹ/ETD|것/NNB|이/JKS|없/VA|다/EFN|./SF"

"영화 좀 작작 없애라 가격도 지금까지 계속 올리고 있던 영화도 죄다 삭제해버리면 앞으로 누가 넷플릭스를 보겠냐.","영화/NNG|좀/MAG|작작/MAG|없애/VV|라/ECD|가격/NNG|도/JX|지금/NNG|까지/JX|계속/MAG|오르/VV|고/ECE|있/VXV|더/EPT|ㄴ/ETD|영화/NNG|도/JX|죄다/MAG|삭제/NNG|하/XSV|어/ECS|버리/VXV|면/ECE|앞/NNG|으로/JKM|누/NNG|가/JKS|넷플릭스/NNG|를/JKO|보/VV|겠/EPT|냐/EFQ|./SF"

"미러링 풀어라 뒤지기 싫으면.","미러/NNG|링/NNG|풀/VV|어라/EFO|뒤지기/NNG|싫/VV|으면/ECD|./SF"

"넘 좋음.","넘/MAG|좋/VA|음/ETN|./SF"

"아주 좋아요. 수퍼소닉2도 올려주세요. 재미있게 보고 있습니다.","아주/MAG|좋/VA|아요/EFN|./SF|수퍼/NNG|소/NNG|닉네임/NNG|2/NR|도/JX|오르/VV|어/ECS|주/VXV|세요/EFN|./SF|재미/NNG|있/VV|게/ECD|보/VV|고/ECE|있/VXV|습니다/EFN|./SF"

"빨리 포켓몬스터W 나왔으면좋다.","빨리/MAG|포켓몬스터/NNP|W/OL|나오/VV|았/EPT|으면/ECD|좋/VA|다/EFN|./SF"

"얼마전부터 내가찜한 목록도 안나오고 시청중인것도 연결되서 재생이 안되고 회차 목록도 표시 안되고 검색하면 다 없다고 나오는데 왜 그런걸까요.","얼마/NNG|전/NNG|부터/JX|내가/NNG|찜/NNG|하/XSV|ㄴ/ETD|목록/NNG|도/JX|안/MAG|나오/VV|고/ECE|시청/NNG|중/NNB|이/VCP|ㄴ/ETD|것/NNB|도/JX|연결/NNG|되/XSV|서/ECD|재생/NNG|이/JKS|안/MAG|되/VV|회/NNG|차/NNG|목록/NNG|도/JX|표시/NNG|안/MAG|되/XSV|고/ECE|검색/NNG|하/XSV|면/ECE|다/MAG|없다/VA|고/ECE|나오/VV|는데/ECD|왜/MAG|그러/VV|ㄴ/ETD|것/NNB|을/JKO|까/VV|아요/EFN|./SF"

"안드로이드 최신 업뎃 후 미러링 막혀서 매우 열받음 대체 왜 갑자기?","안드로이드/NNG|최신/NNG|업데이트/NNG|후/NNG|미러/NNG|링/NNG|막히/VV|어서/ECD|매우/MAG|열받/VV|음/ETN|대체/NNG|왜/MAG|갑자기/MAG|?/SF"

"보고싶어 넘비싸.","보/VV|고/ECE|싶/VXA|어/ECD|넘/MAG|비싸/VV|./SF"

"로그인 이 돼 지안아요.","로그인/NNG|이/NNG|되/VV|어/ECS|지/ECD|안/VV|아요/EFN|./SF"

"의미없는검열 허접한 자막.","의미/NNG|없/VA|는/ETD|검열/NNG|허/NNG|접하/VV|ㄴ/ETD|자막/NNG|./SF"

"와 정말 재미있어요 사길잘한 것 같아요.","오/VV|아/ECS|정말/MAG|재미/NNG|있/VV|어요/EFN|사/NNG|길/NNG|잘/MAG|하/VV|ㄴ/ETD|것/NNB|같/VA|아요/EFN|./SF"

"시청 중인 콘텐츠에서 줄에서 삭제가 안 돼요. 그 외에 다른 기능들은 다 괜찮은데 중간에 한번씩 화질이 많이 낮아질 때가 있는데 그 때마다 영화볼 때 거슬려요.","시청/NNG|중인/NNG|콘텐츠/NNG|에서/JKM|줄/NNG|에서/JKM|삭제/NNG|가/JKS|안/MAG|되/VV|어요/EFN|./SF|그/MDT|외/NNB|에/JKM|다른/MDT|기능/NNG|들/XSN|은/JX|다/MAG|괜찮/VA|은데/ECD|중간/NNG|에/JKM|한번/NNG|씩/XSN|화질/NNG|이/JKS|많이/MAG|낮/VA|아/ECD|지/VXV|ㄹ/ETD|때/NNG|가/JKS|있/VV|는데/ECD|그/MDT|때/NNG|마다/JX|영화/NNG|보/VV|ㄹ/ETD|때/NNG|거슬리/VV|어요/EFN|./SF"

"핸펀 11만원짜리 넷플릭스 요금제인데 검은화면이 뜨거나 접속이 안된다함. 돈버리는중.2년약정 어떻하죠.","핸/UN|펀/NNB|11/NR|만/NR|원/NNM|짜/VV|리/EFQ|넷플릭스/NNG|요금/NNG|제/XSN|이/VCP|ㄴ데/ECE|검/VA|은/ETD|화면/NNG|이/JKS|뜨/VV|거나/ECE|접속/NNG|이/JKS|안/MAG|되/VV|ㄴ다/ECS|하/VV|ㅁ/ETN|./SF|돈/NNG|버리/VV|는/ETD|중/NNB|./SF|2/NR|년/NNB|약정/NNG|어떻하/VA|죠/EFN|./SF"

"아니 꼭 결제 해야되요? 결제 안하게 해주시면 안돼요? 제작자님 대채 왜 결제를 해야되는거죠? 저도 삭제 했습니다 아예 무료로 해주시면 다시와서 수정 하겠습니다.","아니/IC|꼭/MAG|결제/NNG|하/VV|어야/ECD|되/VV|어요/EFN|?/SF|결제/NNG|안/MAG|하/XSV|게/ECD|하/VV|어/ECS|주/VXV|시/EPH|면/ECE|안/MAG|되/VV|어요/EFN|?/SF|제작자/NNG|님/XSN|대/NNB|채/MAG|왜/MAG|결제/NNG|를/JKO|하/VV|어야/ECD|되/VV|는/ETD|것/NNB|이/VCP|죠/EFN|?/SF|저/NP|도/JX|삭제/NNG|하/VV|었/EPT|습니다/EFN|아예/MAG|무료/NNG|로/JKM|하/VV|어/ECS|주/VXV|시/EPH|면/ECE|다시/MAG|오/VV|아서/ECD|수정/NNG|하/VV|겠/EPT|습니다/EFN|./SF"

"영자막과 한글자막을 동시에 볼 수 있게 해 주세요. ","영/NNG|자막/NNG|과/JKM|한글/NNG|자막/NNG|을/JKO|동시/NNG|에/JKM|보/VV|ㄹ/ETD|수/NNB|있/VV|게/ECD|하/VV|어/ECS|주/VXV|세요/EFN|./SF"

"다양한영화 잛보고있어요.","다양/NNG|하/XSV|ㄴ/ETD|영화/NNG|잛/UN|보/VV|고/ECE|있/VXV|어요/EFN|./SF"

"왜 안깔리나요?","왜/MAG|안/MAG|깔/VV|나요/EFQ|?/SF"

"왜 갑자기 PIP 보기가 안 되는거죠? 멀티로 넷플 보면서 카톡 등 다른 앱을 써야 하는데 플레이 하면 전체 화면으로만 재생되서 너무 불편합니다.","왜/MAG|갑자기/MAG|PIP/OL|보기/NNG|가/JKS|안/MAG|되/VV|는/ETD|것/NNB|이/VCP|죠/EFN|?/SF|멀티/NNG|로/JKM|넷플릭스/NNG|보/VV|면서/ECE|카톡/NNG|등/NNB|다른/MDT|앱/NNG|을/JKO|쓰/VV|어야/ECD|하/VV|는데/ECD|플레이/NNG|하/VV|전체/NNG|화면/NNG|으로/JKM|만/JX|재생/NNG|되/XSV|서/ECD|너무/MAG|불편/NNG|하/XSV|ㅂ니다/EFN|./SF"

"일시정지 버튼만 누르면 재생이 다시 안돼서 나갔다 다시 들어와야되네요.업데이트해도 계속 똑같아요.","일시/NNG|정지/NNG|버튼/NNG|만/JX|누르/VV|면/ECE|재생/NNG|이/JKS|다시/MAG|안/MAG|되/VV|어서/ECD|나가/VXV|었/EPT|다/ECS|다시/MAG|들어오/VV|아야/ECD|되/VV|네요/EFN|./SF|업데이트/NNG|하/XSV|어도/ECD|계속/MAG|똑같/VA|아요/EFN|./SF"

"다 좋은데 PIP 모드에서 다음 영상 자동으로 안 넘어가는거랑 자막이 안 뜨는게 불편하네요 다른 것들에서는 나오거든요 개선해 주세요. ","다/MAG|좋/VA|은데/ECD|PIP/OL|모드/NNG|에서/JKM|다음/NNG|영상/NNG|자동/NNG|으로/JKM|안/MAG|넘/VV|는/ETD|거랑/NNG|자막/NNG|이/JKS|안/MAG|뜨/VV|는/ETD|것/NNB|이/JKS|불편/NNG|하/XSV|네요/EFN|다르/VA|ㄴ/ETD|것/NNB|들/NNM|에/VV|서/ECD|는/JX|나오/VV|거든요/ECD|개선/NNG|하/XSV|어/ECS|주/VXV|세요/EFN|./SF"

"안들어가져요. 앱누르면 검정화면뜨고 튕거요.","안/MAG|듣/VV|어/ECD|가지/VXV|어요/EFN|./SF|앱/NNG|누르/VV|면/ECE|검정색/NNG|화/XSN|이/VCP|면/ECE|뜨/VV|고/ECE|튕거/UN|요/JX|./SF"

"오늘 아침 출근길에.","오늘/NNG|아침/NNG|출근길/NNG|에/JKM|./SF"

"좋긴한데 버퍼리미 너무 걸려요.","좋/VA|기/ETN|는/JKS|한데/NNG|버퍼/NNG|리/NNG|미/NNG|너무/MAG|걸리/VV|어요/EFN|./SF"

"아니무슨 회원가입이안돼고 로그인만뜨고 그냥 보지말라는 소리아님?","아니/IC|무슨/MDT|회원/NNG|가입/NNG|이/JKS|안/MAG|되/VV|고/ECE|로그인/NNG|만/JX|뜨/VV|고/ECE|그냥/MAG|보/VV|지/ECD|말르/VV|아/ECS|는/JX|소리/NNG|아니/VV|ㅁ/ETN|?/SF"

"모바일 배속 1.5 제한까지는 다 이해하겠는데 왜 컴퓨터는 배속 업뎃 안 해줌. 이 리뷰 작성시점 1년 지났지만 개선 안 되었죠. 귀찮게 웹로그인 쓰기 싫음 개선해라.","스마트폰/NNG|배속/NNG|1.5/NR|제한/NNG|까/VV|지/ECD|는/JX|다/MAG|이해/NNG|하/XSV|겠/EPT|는데/ECD|왜/MAG|컴퓨터/NNG|는/JX|배/NNG|속/NNG|업데이트/NNG|안/MAG|하/VV|어/ECS|줌/NNG|./SF|이/JKS|리뷰/NNG|작성/NNG|시점/NNG|1/NR|년/NNM|지나/VV|었/EPT|지만/ECE|개선/NNG|안/MAG|되/VV|었/EPT|죠/EFN|./SF|귀찮/VV|게/ECD|웹/NNG|로그인/NNG|쓰/VV|기/ETN|싫/VA|음/ETN|개선/NNG|해/NNG|이/VCP|라/EFN|./SF"

"다른 디바이스에서는 다 앱이 잘 켜지는데 태블릿에서만 앱이 안들어가져요 넷플릭스 로고만 뜬 상태로 계속 있는데 그와중에 폰은 또 잘 들어가지고.","다른/MDT|디바이스/NNG|에서/JKM|는/JX|다/MAG|앱/NNG|이/JKS|잘/MAG|키/VV|는데/ECD|태블릿/NNG|에서/JKM|만/JX|앱/NNG|이/JKS|안/MAG|듣/VV|어/ECD|가지/VXV|어요/EFN|넷플릭스/NNG|로고/NNG|만/JX|뜨/VV|ㄴ/ETD|상태/NNG|로/JKM|계속/MAG|있/VV|는데/ECD|그/MDT|와중/NNG|에/JKM|스마트폰/NNG|은/JX|또/MAG|잘/MAG|듣/VV|어/ECD|가지/VXV|고/ECE|./SF"

"베놈2 나왔네요 감사합니다. 와이파이 얼마 없어도 잘나오는게 정말 좋습니다.","베/NNG|놈/NNB|2/NR|나오/VV|았/EPT|네요/EFN|감사/NNG|하/XSV|ㅂ니다/EFN|./SF|와이파이/NNG|얼마/NNG|없/VA|어도/ECD|잘/MAG|나오/VV|는/ETD|것/NNB|이/JKS|정말/MAG|좋/VA|습니다/EFN|./SF"

"다 좋은데 이 영화가 재밌는지 재미 없는지를 확인할 방법이 없는 이유가 뭘까요?","다/MAG|좋/VA|은데/ECD|이/MDT|영화/NNG|가/JKS|재미/NNG|있/VV|는지/ECS|재미/NNG|없/VA|는/ETD|지/NNB|를/JKO|확인/NNG|하/XSV|ㄹ/ETD|방법/NNG|이/JKS|없/VA|는/ETD|이유/NNG|가/JKS|무엇/NNG|을/JKO|까/VV|아요/EFN|?/SF"

"프리파라 시즌 1이 없네요.프리파라 시즌 1 좀 넣어주세요. .그거 말고는 다 좋습니다.","프리파라/NNP|시즌/NNG|1/NR|이/JKS|없/VA|네요/EFN|./SF|프리파라/NNP|시즌/NNG|1/NR|좀/MAG|넣/VV|어/ECD|주/VXV|세요/EFN|./SF|./SF|그거/NP|말/VV|고는/ECE|다/MAG|좋/VA|습니다/EFN|./SF"

"와이파이와 데이터를 각각 사용해보았는데 넷플릭스에 접속할 수 없다고 뜨는데 제 것만 이러는걸 확인했습니다. 답변해 주세요. .","와이파이/NNG|와/JC|데이터/NNG|를/JKO|각각/MAG|사용/NNG|하/VV|어/ECS|보/VV|았/EPT|는데/ECD|넷플릭스/NNG|에/JKM|접속/NNG|하/XSV|ㄹ/ETD|수/NNB|없다/VA|고/ECE|뜨/VV|는데/ECD|저/NP|의/JKG|것/NNB|만/JX|이러/VV|는/ETD|것/NNB|을/JKO|확인/NNG|하/XSV|었/EPT|습니다/EFN|./SF|답변/NNG|하/XSV|어/ECS|주/VXV|세요/EFN|./SF|./SF"

"폰으로 안들어가짐.","스마트폰/NNG|으로/JKM|안/MAG|듣/VV|어/ECD|가지/VV|ㅁ/ETN|./SF"

"제 이메일 주소인데도 안돼고 그냥0점 이네요 씹.","저/NP|의/JKG|이메일/NNG|주소/NNG|이/VCP|ㄴ데/ECE|도/JX|안/MAG|되/VV|고/ECE|그냥/MAG|0/NR|점/NNM|이/VCP|네요/EFN|씹/VV|./SF"

"들었가는데 나중에 다시접속하래요 또했더니 안돼요 진짜 망겜.","들/VV|ㄹ/ETD|었가/UN|는/JX|데/MAG|나중/NNG|에/JKM|다시/MAG|접속/NNG|하래/NNG|요/JX|또/MAG|하/VV|었/EPT|더니/ECD|안/MAG|되/VV|어요/EFN|진짜/MAG|망/NNG|겜/UN|./SF"

"뉴암스테르담 새 시즌좀 올려주세요. .","뉴/NNG|암/NNG|스테르/NNG|담/XSN|새/MDT|시즌/NNG|좀/MAG|오르/VV|어/ECS|주/VXV|세요/EFN|./SF|./SF"

"업데이트 후 방문기록 볼수있는게 사라졌어요 이상하게 다른지역에서 계속 로그인해서 확인하러하는데.","업데이트/NNG|후/NNG|방문/NNG|기록/NNG|보/VV|ㄹ/ETD|수/NNB|있/VV|는/ETD|것/NNB|이/JKS|사라지/VV|었/EPT|어요/EFN|이상/NNG|하/XSV|게/ECD|다른/MDT|지역/NNG|에서/JKM|계속/NNG|로그인/NNG|하/XSV|어서/ECD|확인/NNG|하/XSV|러/ECD|하/VV|는데/ECD|./SF"

"드라마 및 영화 많이 올려주셨으면 합니다. 중드 태드 사극 들어올때마다 같은 거라서 새로운 영상 올려주세요. .","드라마/NNG|및/MAG|영화/NNG|많이/MAG|오르/VV|어/ECS|주/VXV|시/EPH|었/EPT|으면/ECD|하/VV|ㅂ니다/EFN|./SF|중국드라마/NNG|태드/UN|사극/NNG|들어오/VV|ㄹ/ETD|때/NNG|마다/JX|같/VA|은/ETD|거/NNB|라서/JKS|새롭/VA|ㄴ/ETD|영상/NNG|오르/VV|어/ECS|주/VXV|세요/EFN|./SF|./SF"

".영화 업데이트 좀 부탁드립니다.","./SF|영화/NNG|업데이트/NNG|좀/MAG|부탁/NNG|드리/VV|ㅂ니다/EFN|./SF"

"재생 안되는 영상 있는데.","재생/NNG|안/MAG|되/XSV|는/ETD|영상/NNG|있/VV|는데/ECD|./SF"

"개역겹네 가입도중에 결제부터해야되네 볼만한게있는지는 알아야 결제할거아님 돈무세 개역겹다.","개/NNM|역겹/VA|네/EFN|가입/NNG|도중/NNG|에/JKM|결제/NNG|부터/JX|하/VV|어야/ECD|되/VV|네/EFN|볼만/NNG|하/XSV|ㄴ/ETD|것/NNB|이/JKS|있/VV|는지/ECS|는/JX|알/VV|아야/ECD|결제/NNG|하/XSV|ㄹ/ETD|거/NNB|아니/VV|ㅁ/ETN|돈/NNG|무세/NNG|개/NNG|역겹/VA|다/EFN|./SF"

"디즈니 영화들이 없어져서 너무아쉬어요 그래서 별은 4개욥.","디즈니/NNG|영화/NNG|들/XSN|이/JKS|없/VA|어/ECD|지/VXV|어서/ECD|너무/MAG|아/VV|아/ECS|쉬/VV|어요/EFN|그래서/MAC|별은/NNG|4/NR|개/NNM|욥/UN|./SF"

"정말 잘 보고 있고요 재미있습니다 앞으로도 많이 애니메이션 보여주세요. ","정말/MAG|잘/MAG|보/VV|고/ECE|있/VXV|고요/EFN|재미/NNG|있/VV|습니다/EFN|앞/NNG|으로/JKM|도/JX|많이/MAG|애니메이션/NNG|보/VV|세요/EFN|./SF"

"넷플릭스 해제다 폰으로 영화 보면 눈아프다 TV로 연결 해서 봤는데 이제 안되네요.","넷플릭스/NNG|해/NNG|제다/NNG|스마트폰/NNG|으로/JKM|영화/NNG|보/VV|면/ECE|눈/NNG|아프/VA|다/EFN|TV/OL|로/JKM|연결/NNG|하/VV|어서/ECD|보/VV|았/EPT|는데/ECD|이제/MAG|안/MAG|되/VV|네요/EFN|./SF"

"갑자기로그인조차안되고 들어가지지가 않네요.","갑자기/MAG|로그인/NNG|조차/JX|안/MAG|되/VV|고/ECE|들어가/VV|지/ECD|지가/NNG|안/MAG|네요/EFN|./SF"

"아무노래 이게.","아무/MDT|노래/NNG|이/VCP|게/EFN|./SF"

"화면이 검게 나오고 화면이 깜빡거리고 화면이 멈춰요 제발 고쳐주세요.  불편해요.","화면/NNG|이/JKS|검/VA|게/ECD|나오/VV|고/ECE|화면/NNG|이/JKS|깜빡거리/VV|고/ECE|화면/NNG|이/JKS|멈추/VV|어요/EFN|제발/MAG|고치/VV|어/ECS|주/VXV|세요/EFN|./SF|불편/NNG|하/XSV|어요/EFN|./SF"

"가격 진심.","가격/NNG|진심/NNG|./SF"

"미러링 불량 넷플릭스는 여타 OTT와 비교 할 때 구글 캐스트 버튼 없어매우 불편함. 유튜브 왓차 등 모두 캐스트 버튼을 이용 미러링 초간편 가능한 반면 넷플릭스 넘 꾸집니다.","미러/NNG|링/NNG|불량/NNG|넷플릭스/NNG|는/JX|여타/NNG|OTT/OL|와/JKM|비교/NNG|하/VV|ㄹ/ETD|때/NNG|구글/NNG|캐스트/NNG|버튼/NNG|없/VA|어/ECD|매우/MAG|불편/NNG|하/XSV|ㅁ/ETN|./SF|유튜브/NNG|왓차/NNG|등/NNB|모두/NNG|캐스트/NNG|버튼/NNG|을/JKO|이용/NNG|미러/NNG|링/NNG|초/NNB|간편/NNG|가능/NNG|하/XSV|ㄴ/ETD|반면/NNG|넷플릭스/NNG|넘/NNB|꾸지/VA|ㅂ니다/EFN|./SF"

"양심 있으면 가격 낮추거나 다른 플랫폼처럼 여러 기기가 한 계정으로도 사용하게 해주면 본사도 욕 안 먹을 텐데. 참 답답하다.","양심/NNG|있/VV|으면/ECD|가격/NNG|낮추/VV|거나/ECE|다르/VA|ㄴ/ETD|플랫폼/NNG|처럼/JKM|여러/MDT|기기/NNG|가/JKS|한/MDN|계정/NNG|으로/JKM|도/JX|사용/NNG|하/XSV|게/ECD|하/VV|어/ECS|주면/NNG|본사/NNG|도/JX|욕/NNG|안/MAG|먹/VV|을/ETD|터/NNB|이/VCP|ㄴ데/ECE|./SF|참/MAG|답답/XR|하/XSA|다/EFN|./SF"

"무조건 까세요.","무조건/MAG|까/VV|세요/EFN|./SF"

"티비로보는데 종료시 찾아가서하는 불편함이있습니다 타OTT처럼 뒤로가기로 종료되면좋겠어요.","티비/NNG|로/JKM|보/VV|는데/ECD|종료/NNG|시/NNG|찾아가/VV|서/ECD|하/VV|는/ETD|불편/NNG|하/XSV|ㅁ/ETN|이/JKS|있/VV|습니다/EFN|타/NNM|OTT/OL|처럼/JKM|뒤/NNG|로/JKM|가기/NNG|로/JKM|종료/NNG|되/XSV|면/ECE|좋/VA|겠/EPT|어요/EFN|./SF"

"영화가다 무료 라서 좋네요 그리고 보기에도 너무 편하고 좋은데 없는 영화가 없는게 있어서 좀 아쉽네요. 영화를 더 많이 새롭게 올려주세요. .","영화/NNG|가/JKS|다/MAG|무료/NNG|라서/JKS|좋/VA|네요/EFN|그리/VV|고/ECE|보/VV|기에/ECD|도/JX|너무/MAG|편하/VA|고/ECE|좋/VA|은/ETD|데/NNB|없/VA|는/ETD|영화/NNG|가/JKS|없/VA|는/ETD|것/NNB|이/JKS|있/VV|어서/ECD|좀/MAG|아쉽/VA|네요/EFN|./SF|영화/NNG|를/JKO|더/MAG|많이/MAG|새롭/VA|게/ECD|오르/VV|어/ECS|주/VXV|세요/EFN|./SF|./SF"

"이어보기도 없어지고 내가 보던 영상 목록도 없어지고 세부카테고리도 없어지고 돈은 올렸으면서 앱은 업뎃 전보다 불편하게 만든 이유는 이제 해지하고 다른 플랫폼으로 가라는건가요?","있/VV|어/ECD|보/VV|기/ETN|도/JX|없/VA|어/ECD|지/VXV|고/ECE|내가/NNG|보/VV|더/EPT|ㄴ/ETD|영상/NNG|목록/NNG|도/JX|없/VA|어/ECD|지/VXV|고/ECE|세부/NNG|카/NNG|테/NNG|고리/NNG|도/JX|없/VA|어/ECD|지/VXV|고/ECE|돈/NNG|은/JX|오르/VV|었/EPT|으면서/ECE|앱/NNG|은/JX|업데이트/NNG|전/NNG|보다/JKM|불편/NNG|하/XSV|게/ECD|만들/VV|ㄴ/ETD|이유/NNG|는/JX|이제/NNG|해지/NNG|하/XSV|고/ECE|다르/VA|ㄴ/ETD|플랫폼/NNG|으로/JKM|가라/VV|는/ETD|것/NNB|이/VCP|ㄴ가요/EFQ|?/SF"

"너무 좋아요.","너무/MAG|좋/VA|아요/EFN|./SF"

"핀과 제이크에 어드벤처 타임 다시 올려주세요.  그거 보려고 깔았는데.","핀/NNG|과/JC|제이/NNG|크에/UN|어드벤처/NNG|타임/NNG|다시/MAG|오르/VV|어/ECS|주/VXV|세요/EFN|./SF|그거/NP|보/VV|려고/ECD|깔/VV|았/EPT|는데/ECD|./SF"

